icao,ident,name,municipality,state,latitude_deg,longitude_deg,iso_country,type,point_category,source
SDGG,SDGG,Aché Faria Lima,SÃO PAULO,São Paulo,-23.560833,-46.694167,BR,heliport,Brasil,ANAC_helipontos
SDGH,SDGH,Parque do Peão Mussa Calil Neto,BARRETOS,São Paulo,-20.511111,-48.592778,BR,heliport,Brasil,ANAC_helipontos
SDGI,SDGI,Fazenda Guariroba S/A,CAMPINAS,São Paulo,-22.922778,-46.906944,BR,heliport,Brasil,ANAC_helipontos
SDGJ,SDGJ,Fazenda São José,PORTO MURTINHO,MS,-21.330833,-56.910833,BR,private_aerodrome,Brasil,ANAC_privados
SDGK,SDGK,Grupo Petrópolis,PETRÓPOLIS,Rio de Janeiro,-22.352222,-43.164167,BR,heliport,Brasil,ANAC_helipontos
SDGL,SDGL,Catedral Mundial da Fé,RIO DE JANEIRO,Rio de Janeiro,-22.880833,-43.274722,BR,heliport,Brasil,ANAC_helipontos
SDGO,SDGO,Braspress,GUARULHOS,São Paulo,-23.454167,-46.485556,BR,heliport,Brasil,ANAC_helipontos
SDGP,SDGP,Fazenda Gaivota,PARANATINGA,MT,-14.0125,-53.466667,BR,private_aerodrome,Brasil,ANAC_privados
SDGQ,SDGQ,Jeová Gomes,LIMOEIRO DO NORTE,CE,-5.2011111,-38.148056,BR,private_aerodrome,Brasil,ANAC_privados
SDGS,SDGS,Bertolucci,SÃO PAULO,São Paulo,-23.585833,-46.680278,BR,heliport,Brasil,ANAC_helipontos
SDGT,SDGT,Agrotec,MANACAPURU,AM,-3.2055556,-60.541389,BR,private_aerodrome,Brasil,ANAC_privados
SDGU,SDGU,GROTTA DEL CARAVAGGIO,SANTA TERESA,Espírito Santo,-19.913611,-40.657222,BR,heliport,Brasil,ANAC_helipontos
SDGV,SDGV,Conde,NOVA LIMA,Minas Gerais,-19.994722,-43.952222,BR,heliport,Brasil,ANAC_helipontos
SDGW,SDGW,JKFC,SÃO PAULO,São Paulo,-23.587222,-46.675278,BR,heliport,Brasil,ANAC_helipontos
SDGX,SDGX,Morro de São Paulo,CAIRU,BA,-13.429444,-38.913889,BR,private_aerodrome,Brasil,ANAC_privados
SDGY,SDGY,Fazenda Anhangaí,ARAÇATUBA,SP,-20.9275,-50.743056,BR,private_aerodrome,Brasil,ANAC_privados
SDGZ,SDGZ,Bradesco Cidade de Deus,OSASCO,São Paulo,-23.548889,-46.772222,BR,heliport,Brasil,ANAC_helipontos
SDH3,SDH3,FAZENDA SÃO JORGE,ITIQUIRA,MT,-17.328333,-54.665,BR,private_aerodrome,Brasil,ANAC_privados
SDH4,SDH4,Aeroclube de Itapeva,ITAPEVA,SP,-23.941111,-48.883056,BR,private_aerodrome,Brasil,ANAC_privados
SDH5,SDH5,Grupo Rotta,PONTES E LACERDA,MT,-15.984722,-59.741389,BR,private_aerodrome,Brasil,ANAC_privados
SDH6,SDH6,Giongo Participações - Fazenda Victória,PARANATINGA,MT,-14.500833,-53.761667,BR,private_aerodrome,Brasil,ANAC_privados
SDH9,SDH9,BR Marinas Paraty,PARATY,Rio de Janeiro,-23.234167,-44.706389,BR,heliport,Brasil,ANAC_helipontos
SDHB,SDHB,Bradesco,OSASCO,São Paulo,-23.548333,-46.768889,BR,heliport,Brasil,ANAC_helipontos
SDHC,SDHC,Fazenda Koga,GETULINA,SP,-21.87,-49.980833,BR,private_aerodrome,Brasil,ANAC_privados
SDHD,SDHD,Complexo Hospitalar de Niterói,NITERÓI,Rio de Janeiro,-22.894444,-43.115833,BR,heliport,Brasil,ANAC_helipontos
SDHE,SDHE,Fazenda Herdade,ITAPIRA,SP,-22.491667,-46.843056,BR,private_aerodrome,Brasil,ANAC_privados
SDHF,SDHF,Ambroso,SÃO JOÃO DA BOA VISTA,São Paulo,-21.966944,-46.751944,BR,heliport,Brasil,ANAC_helipontos
SDHG,SDHG,Málaga,OSASCO,São Paulo,-23.481667,-46.778056,BR,heliport,Brasil,ANAC_helipontos
SDHH,SDHH,Base Resgate,BRASÍLIA,Distrito Federal,-15.775,-47.906111,BR,heliport,Brasil,ANAC_helipontos
SDHI,SDHI,Hospital Gastroclínica,SÃO PAULO,São Paulo,-23.595,-46.651667,BR,heliport,Brasil,ANAC_helipontos
SDHJ,SDHJ,Ji Paraná Tradição,JI-PARANÁ,Rondônia,-10.933611,-61.926389,BR,heliport,Brasil,ANAC_helipontos
SDHK,SDHK,Fazenda Tulipa,CAMPINORTE,GO,-14.110556,-49.046389,BR,private_aerodrome,Brasil,ANAC_privados
SDHL,SDHL,Lagoa,RIO DE JANEIRO,Rio de Janeiro,-22.974722,-43.216389,BR,heliport,Brasil,ANAC_helipontos
SDHM,SDHM,Hospital Metropolitano de Belo Horizonte,BELO HORIZONTE,Minas Gerais,-19.985556,-44.006667,BR,heliport,Brasil,ANAC_helipontos
SDHN,SDHN,Hellix Business Center,ITABORAÍ,Rio de Janeiro,-22.744167,-42.852222,BR,heliport,Brasil,ANAC_helipontos
SDHP,SDHP,Modelo II,RIBAS DO RIO PARDO,MS,-21.161667,-53.283333,BR,private_aerodrome,Brasil,ANAC_privados
SDHQ,SDHQ,Shopping Leste Aricanduva,SÃO PAULO,São Paulo,-23.566944,-46.505278,BR,heliport,Brasil,ANAC_helipontos
SDHR,SDHR,Fazenda União,PORTO MURTINHO,MS,-20.911944,-57.232778,BR,private_aerodrome,Brasil,ANAC_privados
SDHS,SDHS,Fazenda Ouro Branco,PORTO DOS GAÚCHOS,MT,-12.017778,-56.413611,BR,private_aerodrome,Brasil,ANAC_privados
SDHT,SDHT,Cetenco Plaza - Torre Norte,SÃO PAULO,São Paulo,-23.558611,-46.6575,BR,heliport,Brasil,ANAC_helipontos
SDHU,SDHU,Morro da Urca,RIO DE JANEIRO,Rio de Janeiro,-22.951389,-43.165556,BR,heliport,Brasil,ANAC_helipontos
SDHV,SDHV,Hospital Albert Einstein,SÃO PAULO,São Paulo,-23.600278,-46.715278,BR,heliport,Brasil,ANAC_helipontos
SDHW,SDHW,Hospital Bandeirantes,SÃO PAULO,São Paulo,-23.5575,-46.634722,BR,heliport,Brasil,ANAC_helipontos
SDHX,SDHX,D'Tapes,TAPES,RS,-30.749722,-51.535,BR,private_aerodrome,Brasil,ANAC_privados
SDHZ,SDHZ,Hospital Vera Cruz.,CAMPINAS,São Paulo,-22.904167,-47.067778,BR,heliport,Brasil,ANAC_helipontos
SDI1,SDI1,Costa Verde,ANGRA DOS REIS,Rio de Janeiro,-23.026944,-44.2125,BR,heliport,Brasil,ANAC_helipontos
SDI2,SDI2,AERÓDROMO GRACIOSA,SÃO DESIDÉRIO,BA,-13.148611,-45.553056,BR,private_aerodrome,Brasil,ANAC_privados
SDI3,SDI3,FAZENDA CALIFÓRNIA,ALMEIRIM,PA,0.338611111,-53.818056,BR,private_aerodrome,Brasil,ANAC_privados
SDI4,SDI4,Fazenda Amadeus Andrade,MIRANTE DA SERRA,RO,-11.146667,-62.828889,BR,private_aerodrome,Brasil,ANAC_privados
SDI5,SDI5,Fazenda Tabu,CAAPORÃ,Paraíba,-7.5075,-34.875556,BR,heliport,Brasil,ANAC_helipontos
SDI6,SDI6,HELIPONTO ILHA PARAÍSO,SANTA CRUZ CABRÁLIA,Bahia,-16.277778,-39.025,BR,heliport,Brasil,ANAC_helipontos
SDI7,SDI7,Fazenda Veneza,AQUIDAUANA,MS,-19.585833,-55.696944,BR,private_aerodrome,Brasil,ANAC_privados
SDI8,SDI8,FAZENDA CRISTO REI,SANTANA DO ARAGUAIA,PA,-9.4302778,-50.3075,BR,private_aerodrome,Brasil,ANAC_privados
SDI9,SDI9,FAZENDA SANTA FILIPINA,SANTA CRUZ DO XINGU,MT,-10.237222,-52.428611,BR,private_aerodrome,Brasil,ANAC_privados
SDIA,SDIA,Cidade,SÃO PAULO,São Paulo,-23.545833,-46.6325,BR,heliport,Brasil,ANAC_helipontos
SDIB,SDIB,Irmãos  Ribeiro,ESPÍRITO SANTO DO PINHAL,SP,-22.160556,-46.775833,BR,private_aerodrome,Brasil,ANAC_privados
SDIC,SDIC,Fazenda Capão Seco,FORMIGA,MG,-20.711944,-45.689444,BR,private_aerodrome,Brasil,ANAC_privados
SDID,SDID,Aeroata,ARAÇATUBA,SP,-21.253056,-50.533333,BR,private_aerodrome,Brasil,ANAC_privados
SDIE,SDIE,Fazenda Lagoa,LAGOA GRANDE,MG,-17.764444,-46.546944,BR,private_aerodrome,Brasil,ANAC_privados
SDIF,SDIF,Palácio Tiradentes,BELO HORIZONTE,Minas Gerais,-19.786667,-43.951667,BR,heliport,Brasil,ANAC_helipontos
SDIH,SDIH,Fazenda Irohy,BIRITIBA MIRIM,SP,-23.565556,-46.069444,BR,private_aerodrome,Brasil,ANAC_privados
SDII,SDII,iTower,BARUERI,São Paulo,-23.504722,-46.849167,BR,heliport,Brasil,ANAC_helipontos
SDIK,SDIK,Alpha Business Empresarial,CAMPINAS,São Paulo,-22.819444,-47.035278,BR,heliport,Brasil,ANAC_helipontos
SDIL,SDIL,Fazenda Pedra Branca,ANGRA DOS REIS,RJ,-22.902222,-44.288056,BR,private_aerodrome,Brasil,ANAC_privados
SDIN,SDIN,Fazenda Piúna,ANAURILÂNDIA,MS,-21.886944,-52.93,BR,private_aerodrome,Brasil,ANAC_privados
SDIO,SDIO,Aeroclube de Itápolis,ITÁPOLIS,SP,-21.599722,-48.832778,BR,private_aerodrome,Brasil,ANAC_privados
SDIP,SDIP,Fazenda Centro de Vôo a Vela Ipuã,CAÇAPAVA,SP,-23.043333,-45.775556,BR,private_aerodrome,Brasil,ANAC_privados
SDIS,SDIS,The Eagle's Nest,ARANDU,São Paulo,-23.2475,-49.023889,BR,heliport,Brasil,ANAC_helipontos
SDIU,SDIU,Unimed,CAMPO GRANDE,Mato Grosso do Sul,-20.450278,-54.576111,BR,heliport,Brasil,ANAC_helipontos
SDIW,SDIW,Edifício São Paulo Trade Building,SÃO PAULO,São Paulo,-23.594167,-46.689444,BR,heliport,Brasil,ANAC_helipontos
SDIX,SDIX,MGX Florestal,NINHEIRA,MG,-15.499722,-41.565833,BR,private_aerodrome,Brasil,ANAC_privados
SDIZ,SDIZ,Fazenda Diamante,BAIXA GRANDE DO RIBEIRO,PI,-9.0588889,-45.504167,BR,private_aerodrome,Brasil,ANAC_privados
SDJ1,SDJ1,Fazenda Fortaleza,NOVA XAVANTINA,MT,-14.7075,-52.183056,BR,private_aerodrome,Brasil,ANAC_privados
SDJ2,SDJ2,AERO AGRÍCOLA CÉU AZUL,VILHENA,RO,-12.734722,-60.199167,BR,private_aerodrome,Brasil,ANAC_privados
SDJ3,SDJ3,AERÓDROMO FAZENDA SANTA RITA,RIO MARIA,PA,-7.2452778,-49.436389,BR,private_aerodrome,Brasil,ANAC_privados
SDJ4,SDJ4,Fazenda Xerez,BELA VISTA,MS,-21.923333,-56.706944,BR,private_aerodrome,Brasil,ANAC_privados
SDJ5,SDJ5,VALE DO RIO REAL,ITAPICURU,BA,-11.198611,-37.994444,BR,private_aerodrome,Brasil,ANAC_privados
SDJ6,SDJ6,Cambury,SÃO SEBASTIÃO,São Paulo,-23.769167,-45.636111,BR,heliport,Brasil,ANAC_helipontos
SDJ7,SDJ7,FAZENDA POÇO D'AGUA,AMARANTE,PI,-6.1494444,-42.953611,BR,private_aerodrome,Brasil,ANAC_privados
SDJ8,SDJ8,Fazenda Barra Longa,BOTUCATU,SP,-22.831389,-48.384444,BR,private_aerodrome,Brasil,ANAC_privados
SDJ9,SDJ9,Fazenda Triângulo,SAPUCAIA,PA,-6.7575,-49.438889,BR,private_aerodrome,Brasil,ANAC_privados
SDJA,SDJA,Dr. José Augusto de Arruda Botelho,ITIRAPINA,SP,-22.194722,-47.861944,BR,private_aerodrome,Brasil,ANAC_privados
SDJB,SDJB,Quinta da Baroneza II,BRAGANÇA PAULISTA,São Paulo,-22.973333,-46.700278,BR,heliport,Brasil,ANAC_helipontos
SDJD,SDJD,Juquehy Baleia,SÃO SEBASTIÃO,São Paulo,-23.760833,-45.7125,BR,heliport,Brasil,ANAC_helipontos
SDJE,SDJE,Estádio Olímpico João Havelange,RIO DE JANEIRO,Rio de Janeiro,-22.892778,-43.293889,BR,heliport,Brasil,ANAC_helipontos
SDJF,SDJF,Fazenda Jequitibá,BURI,SP,-23.846111,-48.4475,BR,private_aerodrome,Brasil,ANAC_privados
SDJG,SDJG,Fazenda São João do Pirajá,CURRAIS,PI,-9.0186111,-44.587778,BR,private_aerodrome,Brasil,ANAC_privados
SDJH,SDJH,Heliponto Privado Hiper Moreira,GOIÂNIA,Goiás,-16.686667,-49.282222,BR,heliport,Brasil,ANAC_helipontos
SDJI,SDJI,AVIBRÁS II,JACAREÍ,São Paulo,-23.326111,-45.816667,BR,heliport,Brasil,ANAC_helipontos
SDJJ,SDJJ,Rio Pardo,IARAS,São Paulo,-22.871389,-49.0475,BR,heliport,Brasil,ANAC_helipontos
SDJK,SDJK,Centro Empresarial Araguaia,BARUERI,São Paulo,-23.501944,-46.841944,BR,heliport,Brasil,ANAC_helipontos
SDJL,SDJL,Jales,JALES,SP,-20.2925,-50.545556,BR,private_aerodrome,Brasil,ANAC_privados
SDJM,SDJM,Sítio Santo Antônio,JUNDIAÍ,São Paulo,-23.1325,-46.928333,BR,heliport,Brasil,ANAC_helipontos
SDJN,SDJN,Fazenda São Luiz,JARDINÓPOLIS,SP,-21.096667,-47.733611,BR,private_aerodrome,Brasil,ANAC_privados
SDJP,SDJP,Igreja Mundial do Poder de Deus - IMPD,SÃO PAULO,São Paulo,-23.550833,-46.620556,BR,heliport,Brasil,ANAC_helipontos
SDJQ,SDJQ,Fazenda São Joaquim O.B.,PEREIRA BARRETO,SP,-20.828333,-51.007778,BR,private_aerodrome,Brasil,ANAC_privados
SDJR,SDJR,JN Resort,SETE LAGOAS,MG,-19.430278,-44.304444,BR,private_aerodrome,Brasil,ANAC_privados
SDJS,SDJS,Andorinha,UIRAMUTÃ,RR,4.72722222,-60.241667,BR,private_aerodrome,Brasil,ANAC_privados
SDJT,SDJT,J. Toledo,JUNDIAÍ,São Paulo,-23.175,-46.908889,BR,heliport,Brasil,ANAC_helipontos
SDJU,SDJU,Hospital São Luiz,SÃO PAULO,São Paulo,-23.590556,-46.673056,BR,heliport,Brasil,ANAC_helipontos
SDJW,SDJW,Rede D'Or São Luiz Morumbi,SÃO PAULO,São Paulo,-23.590833,-46.703333,BR,heliport,Brasil,ANAC_helipontos
SDJX,SDJX,Fazenda Serra Dourada,PALMEIRÓPOLIS,TO,-13.104444,-48.381944,BR,private_aerodrome,Brasil,ANAC_privados
SDJZ,SDJZ,Fazenda São José,SÃO GABRIEL,RS,-29.948889,-54.147222,BR,private_aerodrome,Brasil,ANAC_privados
SDK1,SDK1,Fazenda Jaguariúna,SÃO JOSÉ DOS CAMPOS,São Paulo,-23.175,-45.955,BR,heliport,Brasil,ANAC_helipontos
SDK2,SDK2,Aldeia Apalai Bona,ALMEIRIM,PA,1.21861111,-54.658611,BR,private_aerodrome,Brasil,ANAC_privados
SDK3,SDK3,Fazenda Oeste,COMODORO,MT,-13.808611,-59.656389,BR,private_aerodrome,Brasil,ANAC_privados
SDK4,SDK4,Custódio,QUIXERAMOBIM,CE,-5.1861111,-39.246667,BR,private_aerodrome,Brasil,ANAC_privados
SDK5,SDK5,Casa do Governador SC,FLORIANÓPOLIS,Santa Catarina,-27.573889,-48.5325,BR,heliport,Brasil,ANAC_helipontos
SDK6,SDK6,Fazenda Sossego,MORADA NOVA,CE,-4.9527778,-38.3775,BR,private_aerodrome,Brasil,ANAC_privados
SDK8,SDK8,FAZENDA BAÚ,CÁCERES,MT,-16.505556,-57.599722,BR,private_aerodrome,Brasil,ANAC_privados
SDK9,SDK9,Fazenda Califórnia,BRASILÂNDIA,MS,-21.115833,-52.613333,BR,private_aerodrome,Brasil,ANAC_privados
SDKA,SDKA,Angical,NORMANDIA,RR,4.165,-59.835,BR,private_aerodrome,Brasil,ANAC_privados
SDKB,SDKB,CJB Curitiba,CURITIBA,Paraná,-25.438056,-49.240556,BR,heliport,Brasil,ANAC_helipontos
SDKD,SDKD,Condomínio América Business Park,SÃO PAULO,São Paulo,-23.618611,-46.703056,BR,heliport,Brasil,ANAC_helipontos
SDKE,SDKE,Valença do Piauí,VALENÇA DO PIAUÍ,PI,-6.3872222,-41.764444,BR,private_aerodrome,Brasil,ANAC_privados
SDKG,SDKG,Francisco Mellão,SÃO PAULO,São Paulo,-23.593611,-46.688611,BR,heliport,Brasil,ANAC_helipontos
SDKL,SDKL,Caracaranã,NORMANDIA,RR,3.83666667,-59.777222,BR,private_aerodrome,Brasil,ANAC_privados
SDKM,SDKM,Hotel Emiliano,SÃO PAULO,São Paulo,-23.566111,-46.665278,BR,heliport,Brasil,ANAC_helipontos
SDKN,SDKN,Chopper Solution,EUSÉBIO,Ceará,-3.8444444,-38.4425,BR,heliport,Brasil,ANAC_helipontos
SDKO,SDKO,Fazenda Campo Grande,COLÔMBIA,SP,-20.257778,-48.788611,BR,private_aerodrome,Brasil,ANAC_privados
SDKP,SDKP,Fazenda Pirangi,NOVA ANDRADINA,MS,-22.268333,-53.433056,BR,private_aerodrome,Brasil,ANAC_privados
SDKR,SDKR,Fazenda Santo Antônio,ARARAS,São Paulo,-22.379167,-47.326111,BR,heliport,Brasil,ANAC_helipontos
SDKS,SDKS,Enseadinha,IPOJUCA,Pernambuco,-8.55,-35.006944,BR,heliport,Brasil,ANAC_helipontos
SDKT,SDKT,Edifício Dacon,SÃO PAULO,São Paulo,-23.580556,-46.683889,BR,heliport,Brasil,ANAC_helipontos
SDKV,SDKV,Rede Globo,SÃO PAULO,São Paulo,-23.614722,-46.696944,BR,heliport,Brasil,ANAC_helipontos
SDKW,SDKW,Wessel,ARAÇARIGUAMA,São Paulo,-23.415833,-47.108333,BR,heliport,Brasil,ANAC_helipontos
SDKX,SDKX,Fazenda Serra Azul,ROSÁRIO OESTE,MT,-14.626389,-55.649722,BR,private_aerodrome,Brasil,ANAC_privados
SDKY,SDKY,Hospital das Clínicas,SÃO PAULO,São Paulo,-23.558056,-46.669167,BR,heliport,Brasil,ANAC_helipontos
SDKZ,SDKZ,Caraparu 4,UIRAMUTÃ,RR,4.55805556,-60.47,BR,private_aerodrome,Brasil,ANAC_privados
SDL0,SDL0,FAZENDA IBICABA,MARCELÂNDIA,MT,-10.811111,-53.709444,BR,private_aerodrome,Brasil,ANAC_privados
SDL1,SDL1,FAZENDA VILLA DI ROMA,PEDREIRA,São Paulo,-22.780278,-46.868333,BR,heliport,Brasil,ANAC_helipontos
SDL2,SDL2,Fazenda São José,SANTA CARMEM,MT,-12.09,-54.940278,BR,private_aerodrome,Brasil,ANAC_privados
SDL3,SDL3,Agropecuária Império,CASSILÂNDIA,MS,-19.105278,-52.075556,BR,private_aerodrome,Brasil,ANAC_privados
SDL4,SDL4,Porto Walter,PORTO WALTER,AC,-8.2716667,-72.745278,BR,private_aerodrome,Brasil,ANAC_privados
SDL5,SDL5,IBG,JUNDIAÍ,São Paulo,-23.166389,-46.931389,BR,heliport,Brasil,ANAC_helipontos
SDL6,SDL6,Reunidas do Pontal,GOIATUBA,GO,-17.989167,-50.020278,BR,private_aerodrome,Brasil,ANAC_privados
SDL7,SDL7,Águias de Trindade,TRINDADE,GO,-16.591667,-49.394167,BR,private_aerodrome,Brasil,ANAC_privados
SDL8,SDL8,Fazenda Lagoa da Serra,COCALINHO,MT,-13.968333,-51.451667,BR,private_aerodrome,Brasil,ANAC_privados
SDL9,SDL9,Fazenda Gobbo,SANTO ANTÔNIO DO LEVERGER,MT,-17.096944,-55.239722,BR,private_aerodrome,Brasil,ANAC_privados
SDLA,SDLA,Condomínio Laranjeiras,PARATY,Rio de Janeiro,-23.343333,-44.663056,BR,heliport,Brasil,ANAC_helipontos
SDLB,SDLB,Metropolitan Office,SÃO PAULO,São Paulo,-23.581111,-46.6825,BR,heliport,Brasil,ANAC_helipontos
SDLD,SDLD,Fazenda Barra Grande,CONFRESA,MT,-10.138333,-51.994167,BR,private_aerodrome,Brasil,ANAC_privados
SDLE,SDLE,Rio de Contas,RIO DE CONTAS,BA,-13.583056,-41.790833,BR,private_aerodrome,Brasil,ANAC_privados
SDLF,SDLF,SBT,OSASCO,São Paulo,-23.476667,-46.778056,BR,heliport,Brasil,ANAC_helipontos
SDLG,SDLG,Fazenda Planalto,COSTA RICA,MS,-18.198333,-53.213333,BR,private_aerodrome,Brasil,ANAC_privados
SDLH,SDLH,Fazenda Pato Branco,SÃO GABRIEL DO OESTE,MS,-19.321944,-54.521389,BR,private_aerodrome,Brasil,ANAC_privados
SDLI,SDLI,Fazenda Dois Irmãos,CAMPO NOVO DO PARECIS,MT,-13.6025,-57.875,BR,private_aerodrome,Brasil,ANAC_privados
SDLJ,SDLJ,Agéo Fazenda Paraopeba,PARAOPEBA,Minas Gerais,-19.258056,-44.4775,BR,heliport,Brasil,ANAC_helipontos
SDLN,SDLN,Primavera,QUERÊNCIA,MT,-12.616389,-52.153889,BR,private_aerodrome,Brasil,ANAC_privados
SDLO,SDLO,Cav. Lav. Fabio Perini,CAIRU,BA,-13.564444,-38.938889,BR,private_aerodrome,Brasil,ANAC_privados
SDLQ,SDLQ,Maresias,SÃO SEBASTIÃO,São Paulo,-23.786389,-45.571944,BR,heliport,Brasil,ANAC_helipontos
SDLR,SDLR,Luiz Ribeiro Maia,TAPAUÁ,AM,-5.6361111,-63.185833,BR,private_aerodrome,Brasil,ANAC_privados
SDLS,SDLS,Hangar 77,GUABIRUBA,Santa Catarina,-27.083611,-48.964722,BR,heliport,Brasil,ANAC_helipontos
SDLT,SDLT,Litucera,VINHEDO,São Paulo,-23.039722,-46.983611,BR,heliport,Brasil,ANAC_helipontos
SDLU,SDLU,Fazenda Santa Luíza,BARRA BONITA,SP,-22.483333,-48.524444,BR,private_aerodrome,Brasil,ANAC_privados
SDLW,SDLW,Fazenda Colorado,ARUANÃ,GO,-14.981944,-50.849444,BR,private_aerodrome,Brasil,ANAC_privados
SDLX,SDLX,Fazenda Jacareúna,SÃO FÉLIX DO ARAGUAIA,MT,-11.441111,-52.204722,BR,private_aerodrome,Brasil,ANAC_privados
SDLZ,SDLZ,Campo Verde,CAMPO VERDE,MT,-15.528611,-55.141389,BR,private_aerodrome,Brasil,ANAC_privados
SDM0,SDM0,Fazenda Mariotti,RIACHÃO DAS NEVES,BA,-11.427778,-45.265278,BR,private_aerodrome,Brasil,ANAC_privados
SDM1,SDM1,Fazenda Pontal Da Serra,MATEIROS,TO,-10.506389,-46.204167,BR,private_aerodrome,Brasil,ANAC_privados
SDM2,SDM2,Fazenda Ipê,SANTA RITA DO TRIVELATO,MT,-14.104444,-55.197778,BR,private_aerodrome,Brasil,ANAC_privados
SDM3,SDM3,AGRODIPE,RIBEIRO GONÇALVES,PI,-7.7652778,-45.371667,BR,private_aerodrome,Brasil,ANAC_privados
SDM4,SDM4,Fazenda São José I,BRASILÂNDIA,MS,-21.413056,-52.032222,BR,private_aerodrome,Brasil,ANAC_privados
SDM5,SDM5,Peito de Moça,LUÍS CORREIA,Piauí,-2.9041667,-41.598333,BR,heliport,Brasil,ANAC_helipontos
SDM6,SDM6,FAZENDA SÃO DOMINGOS,TAQUARUSSU,MS,-22.536111,-53.323889,BR,private_aerodrome,Brasil,ANAC_privados
SDM7,SDM7,Fazenda Marajoara,ITIQUIRA,MT,-17.283056,-54.071667,BR,private_aerodrome,Brasil,ANAC_privados
SDM8,SDM8,AGRÍCOLA ZANELLA,CAMPOS DE JÚLIO,MT,-14.121111,-59.216667,BR,private_aerodrome,Brasil,ANAC_privados
SDM9,SDM9,Fazenda Sete Povos II,SÃO DESIDÉRIO,BA,-12.901667,-46.155833,BR,private_aerodrome,Brasil,ANAC_privados
SDMA,SDMA,Muraro,ITUPEVA,SP,-23.185556,-47.060556,BR,private_aerodrome,Brasil,ANAC_privados
SDMB,SDMB,Benteler,CAMPINAS,São Paulo,-23.001944,-47.116944,BR,heliport,Brasil,ANAC_helipontos
SDMC,SDMC,Fazenda Cajupí,BAIXA GRANDE DO RIBEIRO,PI,-8.3322222,-45.083611,BR,private_aerodrome,Brasil,ANAC_privados
SDMD,SDMD,Fazenda Santa Izabel,COXIM,MS,-18.013889,-54.713611,BR,private_aerodrome,Brasil,ANAC_privados
SDME,SDME,Marchesan S.A,MATÃO,SP,-21.629444,-48.392778,BR,private_aerodrome,Brasil,ANAC_privados
SDMF,SDMF,Fazenda Damaro,MIRANDA,MS,-19.9775,-56.438611,BR,private_aerodrome,Brasil,ANAC_privados
SDMG,SDMG,HAXIU,ALTO ALEGRE,RR,2.67583333,-63.746944,BR,private_aerodrome,Brasil,ANAC_privados
SDMM,SDMM,Lago Verde,PACARAIMA,RR,4.55777778,-60.786111,BR,private_aerodrome,Brasil,ANAC_privados
SDMN,SDMN,Continental Tower,SÃO PAULO,São Paulo,-23.601667,-46.699167,BR,heliport,Brasil,ANAC_helipontos
SDMP,SDMP,Fazenda DIMEP,ITATINGA,SP,-23.138611,-48.495278,BR,private_aerodrome,Brasil,ANAC_privados
SDMS,SDMS,Marechiaro,ANGRA DOS REIS,Rio de Janeiro,-23.015556,-44.280556,BR,heliport,Brasil,ANAC_helipontos
SDMT,SDMT,Banco Bradesco Av. Paulista,SÃO PAULO,São Paulo,-23.562222,-46.655,BR,heliport,Brasil,ANAC_helipontos
SDMU,SDMU,Multiplan,RIO DE JANEIRO,Rio de Janeiro,-22.9075,-43.175833,BR,heliport,Brasil,ANAC_helipontos
SDMV,SDMV,Fazenda Morro Vermelho,JAÚ,SP,-22.274444,-48.604167,BR,private_aerodrome,Brasil,ANAC_privados
SDMW,SDMW,Fazenda Karajá,NOVA CRIXÁS,GO,-14.112222,-50.682222,BR,private_aerodrome,Brasil,ANAC_privados
SDMX,SDMX,Fazenda Fontana,CAMPO VERDE,MT,-15.502778,-55.381667,BR,private_aerodrome,Brasil,ANAC_privados
SDMY,SDMY,Fazenda Cambuhy,MATÃO,SP,-21.632778,-48.479167,BR,private_aerodrome,Brasil,ANAC_privados
SDMZ,SDMZ,Mercedes-Benz do Brasil,SÃO BERNARDO DO CAMPO,São Paulo,-23.663333,-46.579444,BR,heliport,Brasil,ANAC_helipontos
SDN2,SDN2,GRUPO ANGELINA INFRAESTRUTURA,ITAPIRA,São Paulo,-22.413056,-46.848056,BR,heliport,Brasil,ANAC_helipontos
SDN4,SDN4,Fazenda Uma Uma,APIACÁS,MT,-9.5255556,-57.694167,BR,private_aerodrome,Brasil,ANAC_privados
SDN5,SDN5,Fazenda Nova Esperança,NOVA CRIXÁS,GO,-13.938611,-50.47,BR,private_aerodrome,Brasil,ANAC_privados
SDN6,SDN6,FAZENDA ENTRE RIOS,SÃO DESIDÉRIO,BA,-12.453889,-45.388333,BR,private_aerodrome,Brasil,ANAC_privados
SDN7,SDN7,Guarantã do Norte,GUARANTÃ DO NORTE,MT,-9.9625,-54.884722,BR,private_aerodrome,Brasil,ANAC_privados
SDN8,SDN8,DOMINGOS HORTA,NOVA LIMA,Minas Gerais,-20.115556,-43.91,BR,heliport,Brasil,ANAC_helipontos
SDN9,SDN9,Barra del Mundo,CAJUEIRO DA PRAIA,Piauí,-2.9136111,-41.408889,BR,heliport,Brasil,ANAC_helipontos
SDNA,SDNA,Fazenda Vale Verde,COMENDADOR GOMES,MG,-19.671944,-48.995,BR,private_aerodrome,Brasil,ANAC_privados
SDNB,SDNB,Brasnorte,BRASNORTE,MT,-12.099444,-58.001667,BR,private_aerodrome,Brasil,ANAC_privados
SDNC,SDNC,Fazenda Cabeceira,DOM AQUINO,MT,-15.43,-54.737778,BR,private_aerodrome,Brasil,ANAC_privados
